»’∆⁄,÷ ¡øµ»º∂,AQI÷∏ ˝,µ±ÃÏAQI≈≈√˚,PM2.5,PM10,So2,No2,Co,O3
2015/5/16,¡º,72,197,36,88,129,29,0.7,85
2015/5/17,«·∂»Œ€»æ,133,342,51,209,113,20,0.45,78
2015/5/18,¡º,86,253,40,113,127,21,0.59,81
2015/5/19,¡º,56,138,20,61,85,10,0.34,80
2015/5/20,”≈,48,99,16,49,35,13,0.36,77
2015/5/21,¡º,59,152,18,35,11,12,0.3,109
2015/5/22,¡º,86,272,34,65,23,24,0.53,119
2015/5/23,¡º,94,279,35,71,25,30,0.56,133
2015/5/24,¡º,82,220,28,73,33,30,0.63,115
2015/5/25,¡º,87,218,26,71,33,21,0.45,131
2015/5/26,¡º,81,207,26,62,30,19,0.41,132
2015/5/27,«·∂»Œ€»æ,101,249,44,146,39,22,0.5,94
2015/5/28,¡º,80,236,32,101,27,12,0.3,115
2015/5/29,¡º,65,234,22,69,32,17,0.32,92
2015/5/30,¡º,72,266,21,88,44,20,0.46,99
2015/5/31,¡º,85,252,33,105,38,25,0.52,101
2015/6/1,÷–∂»Œ€»æ,165,355,44,215,46,14,0.3,119
2015/6/2,¡º,74,263,32,79,66,23,0.53,90
2015/6/3,¡º,62,246,17,45,29,15,0.34,113
2015/6/4,«·∂»Œ€»æ,117,360,46,174,19,7,0.21,112
2015/6/5,¡º,89,307,47,117,32,19,0.54,100
2015/6/6,«·∂»Œ€»æ,138,352,55,195,42,18,0.43,99
2015/6/7,¡º,58,176,26,46,27,14,0.34,101
2015/6/8,¡º,74,289,32,82,40,23,0.5,94
2015/6/9,«·∂»Œ€»æ,125,334,59,182,52,23,0.61,101
2015/6/10,÷–∂»Œ€»æ,177,360,63,246,17,7,0.2,102
2015/6/11,¡º,70,229,21,78,28,15,0.36,96
2015/6/12,¡º,70,238,33,82,32,20,0.38,92
2015/6/13,¡º,83,294,29,76,59,24,0.56,105
2015/6/14,¡º,73,251,20,38,37,20,0.51,122
2015/6/15,¡º,92,290,32,85,45,25,0.54,142
2015/6/16,¡º,90,284,34,81,46,24,0.58,129
2015/6/17,¡º,82,266,36,82,63,33,0.7,109
2015/6/18,¡º,71,266,18,53,42,22,0.48,109
2015/6/19,¡º,92,322,32,122,67,25,0.73,94
2015/6/20,¡º,53,149,18,47,50,24,0.49,88
2015/6/21,¡º,72,219,26,51,31,21,0.51,124
2015/6/22,«·∂»Œ€»æ,109,324,54,88,43,26,0.71,133
2015/6/23,¡º,64,217,26,54,24,23,0.47,105
2015/6/24,¡º,70,286,36,56,25,17,0.48,118
2015/6/25,¡º,73,311,26,49,32,20,0.58,118
2015/6/26,¡º,82,313,27,66,38,23,0.58,121
2015/6/27,¡º,69,274,20,69,24,14,0.46,112
2015/6/28,”≈,48,163,22,44,20,12,0.6,80
2015/6/29,¡º,79,317,40,105,39,24,0.83,72
2015/6/30,¡º,66,298,17,67,40,14,0.34,103
2015/7/1,¡º,79,325,25,80,66,31,0.71,104
2015/7/2,¡º,82,306,36,90,54,32,0.74,95
2015/7/3,¡º,65,243,18,47,35,21,0.43,110
2015/7/4,¡º,92,320,37,112,55,26,0.67,109
2015/7/5,¡º,83,303,29,102,49,17,0.4,107
2015/7/6,¡º,74,288,20,71,21,15,0.45,123
2015/7/7,¡º,81,294,29,74,21,18,0.53,123
2015/7/8,¡º,71,242,34,86,21,22,0.56,98
2015/7/9,¡º,65,202,37,70,27,19,0.54,115
2015/7/10,¡º,97,329,43,80,17,22,0.52,126
2015/7/11,«·∂»Œ€»æ,110,345,52,106,14,16,0.53,153
2015/7/12,«·∂»Œ€»æ,118,341,40,158,16,14,0.4,122
2015/7/13,¡º,94,277,36,134,30,22,0.57,100
2015/7/14,¡º,79,208,20,92,24,12,0.3,116
2015/7/15,¡º,82,273,28,103,46,27,0.55,84
2015/7/16,¡º,70,261,16,83,30,12,0.26,108
2015/7/17,¡º,59,219,21,52,29,13,0.31,98
2015/7/18,¡º,60,204,15,42,39,16,0.35,102
2015/7/19,¡º,67,250,24,57,47,18,0.48,105
2015/7/20,¡º,72,243,22,76,63,18,0.44,117
2015/7/21,¡º,83,306,23,84,63,17,0.4,137
2015/7/22,¡º,70,256,18,54,60,16,0.43,110
2015/7/23,¡º,72,294,27,72,49,23,0.49,92
2015/7/24,¡º,79,306,28,81,41,27,0.53,93
2015/7/25,¡º,78,290,34,85,45,29,0.79,91
2015/7/26,¡º,73,237,27,64,33,19,0.55,108
2015/7/27,«·∂»Œ€»æ,102,331,39,93,55,23,0.77,140
2015/7/28,¡º,96,343,38,118,57,23,0.72,128
2015/7/29,¡º,75,302,26,65,32,16,0.54,120
2015/7/30,¡º,65,284,18,50,47,16,0.43,112
2015/7/31,¡º,80,334,24,66,55,22,0.59,128
2015/8/1,¡º,91,340,47,122,87,33,1.02,87
2015/8/2,¡º,74,305,27,82,69,17,0.54,104
2015/8/3,¡º,65,286,19,43,37,12,0.34,114
2015/8/4,¡º,63,273,27,64,50,24,0.54,86
2015/8/5,¡º,75,291,27,80,51,23,0.6,88
2015/8/6,¡º,55,184,13,43,46,15,0.36,89
2015/8/7,¡º,65,246,18,60,51,19,0.5,106
2015/8/8,¡º,55,211,17,40,32,12,0.32,98
2015/8/9,¡º,62,278,30,55,34,12,0.58,108
2015/8/10,¡º,69,304,47,74,27,14,0.54,73
2015/8/11,¡º,63,267,43,67,37,12,0.6,68
2015/8/12,¡º,57,187,31,53,50,12,0.46,86
2015/8/13,¡º,98,304,26,124,56,14,0.26,98
2015/8/14,¡º,67,222,27,63,67,23,0.47,89
2015/8/15,¡º,77,286,23,68,68,22,0.47,113
2015/8/16,÷–∂»Œ€»æ,165,353,48,258,70,16,0.47,97
2015/8/17,«·∂»Œ€»æ,104,298,51,156,90,20,0.76,93
2015/8/18,«·∂»Œ€»æ,101,322,43,144,84,18,0.49,88
2015/8/19,¡º,54,183,16,58,53,12,0.45,68
2015/8/20,¡º,57,259,21,59,32,16,0.55,80
2015/8/21,¡º,68,262,27,75,34,23,0.73,87
2015/8/22,¡º,72,254,26,82,42,25,0.79,84
2015/8/23,¡º,65,213,24,72,39,21,0.65,86
2015/8/24,¡º,67,244,22,67,32,21,0.59,89
2015/8/25,¡º,62,207,18,53,31,17,0.47,106
2015/8/26,¡º,69,203,21,52,32,18,0.48,111
2015/8/27,¡º,69,208,29,64,50,22,0.71,99
2015/8/28,¡º,76,247,27,90,60,30,0.85,87
2015/8/29,¡º,76,275,31,89,62,25,0.76,91
2015/8/30,¡º,64,201,20,71,49,16,0.56,94
2015/8/31,¡º,56,177,16,46,34,14,0.48,88
2015/9/1,¡º,54,180,17,43,20,14,0.43,91
2015/9/2,¡º,52,180,12,39,16,15,0.38,92
2015/9/3,”≈,49,149,26,47,12,13,0.42,77
2015/9/4,¡º,60,251,30,64,14,11,0.46,69
2015/9/5,¡º,59,285,11,61,18,11,0.29,97
2015/9/6,¡º,62,280,27,67,46,24,0.85,75
2015/9/7,”≈,49,141,20,52,52,30,0.75,57
2015/9/8,¡º,59,195,35,63,46,28,0.91,56
2015/9/9,¡º,70,277,42,81,60,26,0.87,55
2015/9/10,”≈,50,171,22,49,30,18,0.55,54
2015/9/11,”≈,38,82,7,31,24,12,0.35,62
2015/9/12,”≈,43,137,15,42,25,18,0.45,58
2015/9/13,¡º,53,158,24,50,27,23,0.52,68
2015/9/14,¡º,61,173,27,63,38,26,0.61,74
2015/9/15,¡º,70,236,34,73,38,29,0.62,81
2015/9/16,¡º,61,170,36,68,28,20,0.51,61
2015/9/17,¡º,75,238,45,95,43,25,0.85,64
2015/9/18,¡º,64,164,32,69,34,23,0.57,64
2015/9/19,¡º,58,174,24,66,37,25,0.75,42
2015/9/20,¡º,72,252,20,70,15,25,0.45,116
2015/9/21,«·∂»Œ€»æ,140,357,53,252,21,19,0.61,83
2015/9/22,¡º,56,175,17,56,13,17,0.35,77
2015/9/23,«·∂»Œ€»æ,106,341,71,138,47,44,1.36,28
2015/9/24,¡º,86,313,45,110,28,29,0.88,54
2015/9/25,¡º,64,259,25,76,30,26,0.64,61
2015/9/26,¡º,71,280,30,90,40,29,0.64,67
2015/9/27,¡º,79,282,37,106,81,29,0.88,76
2015/9/28,”≈,50,145,22,53,19,16,0.46,71
2015/9/29,¡º,89,340,65,91,18,21,0.94,64
2015/9/30,«·∂»Œ€»æ,133,349,49,162,14,17,0.83,88
2015/10/1,÷–∂»Œ€»æ,156,350,41,245,17,18,0.32,84
2015/10/2,«·∂»Œ€»æ,120,340,63,187,40,41,0.98,53
2015/10/3,¡º,93,275,52,133,41,41,0.82,55
2015/10/4,«·∂»Œ€»æ,110,315,60,166,45,45,0.97,58
2015/10/5,«·∂»Œ€»æ,118,325,74,182,48,48,0.94,66
2015/10/6,¡º,82,256,46,113,53,39,0.84,62
2015/10/7,«·∂»Œ€»æ,102,322,34,152,28,24,0.42,59
2015/10/8,”≈,49,183,16,52,51,26,0.43,50
2015/10/9,¡º,63,237,30,75,44,31,0.57,51
2015/10/10,¡º,58,199,17,65,43,28,0.39,61
2015/10/11,¡º,62,210,31,74,58,35,0.66,54
2015/10/12,¡º,69,208,39,86,57,37,0.71,59
2015/10/13,¡º,57,89,31,64,41,33,0.56,57
2015/10/14,¡º,92,192,64,115,44,46,0.96,58
2015/10/15,¡º,81,141,53,105,48,45,0.81,69
2015/10/16,¡º,94,182,60,122,66,38,0.87,80
2015/10/17,¡º,81,142,34,109,65,35,0.55,57
2015/10/18,«·∂»Œ€»æ,104,274,57,156,84,44,0.89,60
2015/10/19,«·∂»Œ€»æ,148,343,110,209,118,57,1.26,78
2015/10/20,÷–∂»Œ€»æ,162,338,113,215,123,51,1.23,75
2015/10/21,¡º,84,206,28,117,66,32,0.45,45
